Brands,Models,Colors,Camera,Rating,Selling Price,Original Price,Mobile,Discount,discount percentage,clean_memory,clean_storage
11,123,175,0,-0.21876055965606087,-0.3656334210798252,-0.4089243577425689,468,0,0.0,-0.14640839935545213,-0.6177818558373628
15,288,476,0,-0.21876055965606087,0.544837750960804,0.5231504296554108,844,2000,4.545557853587582,-0.03399546892011704,1.8657976938542835
16,822,400,0,-0.21876055965606087,-0.3491094433658392,-0.2646084918362643,900,4000,20.523345305284764,-0.11830516674661835,-0.26298477730998476
13,328,13,0,-0.21876055965606087,0.08928180210725906,0.18408849882119968,590,4960,14.828101644245145,-0.09020193413778459,0.4466093797447714
1,897,247,0,3.316692356075757,3.846294775811711,3.6055637606755724,44,0,0.0,-0.14640839935545213,1.8657976938542835
13,393,46,0,-0.21876055965606087,-0.29886306215392255,-0.30607117936836514,655,1220,6.703296703296704,-0.11830516674661835,0.4466093797447714
13,438,633,0,-0.21876055965606087,0.6426664435083008,0.5521100276913975,700,0,0.0,-0.16046001565986903,-0.6177818558373628
15,781,232,0,-0.21876055965606087,-0.16333272249573935,-0.2161067899091788,859,0,0.0,-0.09020193413778459,0.4466093797447714
1,904,489,0,-0.21876055965606087,1.4890987713063597,1.3588646455640583,51,0,0.0,-0.1745116319642859,0.4466093797447714
11,225,117,0,-0.21876055965606087,-0.09619141713135944,-0.1521128279894789,493,0,0.0,-0.09020193413778459,0.4466093797447714
16,746,391,0,-0.21876055965606087,0.2410326178479469,0.16930335442990788,879,0,0.0,-0.09020193413778459,0.4466093797447714
9,203,139,0,-0.21876055965606087,-0.6354463714667683,-0.5696645905705042,331,3000,30.003000300030003,-0.1745116319642859,-0.6177818558373628
2,788,46,0,-0.21876055965606087,-0.6531169108996839,-0.6829316532550962,121,0,0.0,-0.16046001565986903,-0.7951803951010518
10,165,67,0,-0.21876055965606087,-0.6523075732157336,-0.6821602544172897,441,0,0.0,-0.1745116319642859,-0.7951803951010518
11,128,366,0,-0.21876055965606087,-0.46713785560859644,-0.3771041556830496,471,4000,25.01563477173233,-0.14640839935545213,-0.26298477730998476
15,101,454,0,-0.21876055965606087,-0.33194473998539253,-0.31253164463499483,829,2000,11.111728429357187,-0.11830516674661835,0.4466093797447714
15,792,315,0,3.316692356075757,0.3425033299732202,0.26601748371990136,861,0,0.0,-0.03399546892011704,1.8657976938542835
3,25,289,0,3.316692356075757,1.8937676132815273,1.7445640644673226,123,0,0.0,-0.14640839935545213,0.4466093797447714
13,432,46,0,-0.21876055965606087,-0.4162507487302191,-0.4571689267237189,694,0,0.0,-0.18153744011649434,-0.7951803951010518
7,768,530,0,-0.21876055965606087,-0.6354463714667683,-0.5696645905705042,253,3000,30.003000300030003,-0.16046001565986903,-0.6177818558373628
13,296,627,0,-0.21876055965606087,-0.33194473998539253,-0.3768148811188722,558,0,0.0,-0.14640839935545213,-0.26298477730998476
13,324,42,0,-0.21876055965606087,0.4099481369690815,0.5231504296554108,586,6000,13.636673560762745,-0.09020193413778459,1.8657976938542835
13,298,247,0,-0.21876055965606087,-0.4364504684254796,-0.47642175605064013,560,0,0.0,-0.16046001565986903,-0.6177818558373628
11,131,148,0,-0.21876055965606087,-0.36597064511480454,-0.40924577392498834,473,0,0.0,-0.14640839935545213,-0.26298477730998476
13,300,46,0,-0.21876055965606087,-0.28136113473849655,-0.28039002639305616,562,1500,7.8951523764408655,-0.11830516674661835,0.4466093797447714
12,515,260,0,-0.21876055965606087,-0.33194473998539253,-0.24824840815111748,538,4000,20.001000050002503,-0.11830516674661835,0.4466093797447714
11,107,67,0,-0.21876055965606087,-0.5177214608554924,-0.5056706286508044,457,1500,12.51042535446205,-0.14640839935545213,-0.26298477730998476
11,107,46,0,-0.21876055965606087,-0.5008602591065271,-0.537812246892743,457,0,0.0,-0.14640839935545213,-0.26298477730998476
6,474,511,0,-0.21876055965606087,-0.5342791609729763,-0.5696645905705042,172,0,0.0,-0.14640839935545213,-0.26298477730998476
7,271,627,0,-0.21876055965606087,-0.028476830907514725,0.7160001391070429,212,25001,50.0030000600012,-0.14640839935545213,-0.26298477730998476
13,733,516,0,-3.754213475387879,-0.7028911784626295,-0.601806208812443,753,4000,44.4493832648072,-0.1885632482687028,-0.8838796647328964
11,127,568,0,-0.21876055965606087,-0.2985258381189433,-0.24853768271529492,470,3000,15.00750375187594,-0.11830516674661835,0.4466093797447714
13,518,20,0,-0.21876055965606087,-0.42552440969215005,-0.4443122794269434,729,675,4.856464493848478,-0.14640839935545213,-0.26298477730998476
3,49,289,0,-0.21876055965606087,0.646004961454596,0.5552920478973494,127,0,0.0,-0.14640839935545213,-0.26298477730998476
13,543,46,0,-0.21876055965606087,-0.7942451695385236,-0.8174443255976095,737,0,0.0,-0.06209870152895081,-0.9504041169567797
11,238,46,0,-0.21876055965606087,-0.09619141713135944,-0.1521128279894789,503,0,0.0,-0.11830516674661835,-0.26298477730998476
15,0,179,0,-0.21876055965606087,-0.47017287192341023,-0.4735290104088657,807,1090,8.391070053887606,-0.16046001565986903,-0.26298477730998476
0,879,67,0,-0.21876055965606087,-0.26449993298953123,-0.31253164463499483,29,0,0.0,-0.11830516674661835,-0.26298477730998476
1,905,489,0,-0.21876055965606087,0.30544240852899446,0.23069384527201076,52,0,0.0,-0.1745116319642859,0.4466093797447714
13,343,14,0,-0.21876055965606087,-0.33194473998539253,-0.15182355342530146,605,7000,30.436105917648597,-0.14640839935545213,0.4466093797447714
13,425,121,0,-0.21876055965606087,0.8146169789442491,1.2302660309780618,687,16000,24.24279155744784,-0.09020193413778459,0.4466093797447714
13,422,454,0,3.316692356075757,1.1485024959772603,1.0342343013204778,684,0,0.0,-0.09020193413778459,0.4466093797447714
8,498,46,0,-0.21876055965606087,-0.5342791609729763,-0.5696645905705042,300,0,0.0,-0.16046001565986903,-0.6177818558373628
14,669,238,0,-0.21876055965606087,-0.31545448467490445,-0.3446732628769335,802,511,3.006059179951762,-0.14640839935545213,-0.26298477730998476
13,378,46,0,-0.21876055965606087,-0.5753867708369538,-0.6088452232074275,640,0,0.0,-0.16046001565986903,-0.6177818558373628
10,53,516,0,-0.21876055965606087,-0.630725234977058,-0.6615896187424489,415,0,0.0,-0.16046001565986903,-0.7951803951010518
1,886,627,0,3.316692356075757,0.9798904784876071,0.8735262101107844,33,0,0.0,-0.14640839935545213,0.4466093797447714
14,553,618,0,-0.21876055965606087,-0.1296103189978087,-0.08754031694142408,767,3000,12.000480019200769,-0.11830516674661835,0.4466093797447714
10,61,46,0,-0.21876055965606087,-0.7453476844665242,-0.7708389791467984,421,0,0.0,-0.09020193413778459,-0.7951803951010518
1,896,516,0,-0.21876055965606087,4.183518810791018,3.926979943094959,43,0,0.0,-0.11830516674661835,4.704174322073308
13,456,46,0,-0.21876055965606087,-0.834374829701061,-0.8556928513055165,718,0,0.0,-0.14640839935545213,-0.9504041169567797
6,475,619,0,-0.21876055965606087,-0.4668343539771151,-0.5053813540866269,173,0,0.0,-0.14640839935545213,-0.26298477730998476
13,356,46,0,-0.21876055965606087,-0.7032621249011067,-0.730726239580859,618,0,0.0,6.991812683288327,-0.9282292995488186
11,222,34,0,-0.21876055965606087,-0.30189807846873634,0.04073688146215317,490,12100,41.7385305277682,-0.11830516674661835,-0.26298477730998476
14,556,46,0,-0.21876055965606087,-0.46713785560859644,-0.4764538976688821,770,909,7.0470579114660055,-0.14640839935545213,-0.26298477730998476
11,572,627,0,-0.21876055965606087,-0.5851662678513537,-0.6181662924975897,515,0,0.0,-0.1885632482687028,-0.7951803951010518
1,887,540,0,3.316692356075757,1.8262890838821682,2.535247873219014,34,26601,24.954033771106943,-0.14640839935545213,-0.26298477730998476
0,881,247,0,-0.21876055965606087,-0.33194473998539253,-0.3768148811188722,31,0,0.0,-0.1745116319642859,-0.7951803951010518
11,224,304,0,-0.21876055965606087,-0.23108103112308198,-0.1521128279894789,492,4000,17.398869073510223,-0.09020193413778459,0.4466093797447714
16,850,535,0,-0.21876055965606087,-0.3322482416168739,-0.3771041556830496,926,0,0.0,-0.14640839935545213,-0.26298477730998476
